    Energy      s          Int(s)         px           py           pz           p          Int(p)       dx2-y2        dz2          dyz          dxz          dxy           d          Int(d)       total      Int(total) 
  -21.8000  1.48580E-04  5.74330E-05  9.64527E-05  9.64527E-05  9.64527E-05  2.89358E-04  1.46873E-04  2.98159E-04  2.98159E-04  3.26754E-04  3.26754E-04  3.26754E-04  1.57658E-03  6.56024E-04  2.01452E-03  8.60329E-04
  -21.7000  1.51551E-04  5.85468E-05  9.74299E-05  9.74299E-05  9.74299E-05  2.92290E-04  1.49021E-04  3.01371E-04  3.01371E-04  3.31058E-04  3.31058E-04  3.31058E-04  1.59592E-03  6.67753E-04  2.03976E-03  8.75321E-04
  -21.6000  1.54669E-04  5.96836E-05  9.84566E-05  9.84566E-05  9.84566E-05  2.95370E-04  1.51192E-04  3.04638E-04  3.04638E-04  3.35476E-04  3.35476E-04  3.35476E-04  1.61570E-03  6.79629E-04  2.06574E-03  8.90504E-04
  -21.5000  1.57945E-04  6.08445E-05  9.95362E-05  9.95362E-05  9.95362E-05  2.98609E-04  1.53386E-04  3.07960E-04  3.07960E-04  3.40014E-04  3.40014E-04  3.40014E-04  1.63596E-03  6.91653E-04  2.09252E-03  9.05884E-04
  -21.4000  1.61391E-04  6.20307E-05  1.00672E-04  1.00672E-04  1.00672E-04  3.02016E-04  1.55606E-04  3.11339E-04  3.11339E-04  3.44679E-04  3.44679E-04  3.44679E-04  1.65671E-03  7.03829E-04  2.12012E-03  9.21466E-04
  -21.3000  1.65020E-04  6.32436E-05  1.01868E-04  1.01868E-04  1.01868E-04  3.05605E-04  1.57852E-04  3.14776E-04  3.14776E-04  3.49476E-04  3.49476E-04  3.49476E-04  1.67798E-03  7.16162E-04  2.14861E-03  9.37258E-04
  -21.2000  1.68847E-04  6.44846E-05  1.03130E-04  1.03130E-04  1.03130E-04  3.09390E-04  1.60126E-04  3.18273E-04  3.18273E-04  3.54414E-04  3.54414E-04  3.54414E-04  1.69979E-03  7.28656E-04  2.17803E-03  9.53267E-04
  -21.1000  1.72888E-04  6.57553E-05  1.04462E-04  1.04462E-04  1.04462E-04  3.13386E-04  1.62430E-04  3.21831E-04  3.21831E-04  3.59500E-04  3.59500E-04  3.59500E-04  1.72216E-03  7.41313E-04  2.20844E-03  9.69498E-04
  -21.0000  1.77162E-04  6.70574E-05  1.05870E-04  1.05870E-04  1.05870E-04  3.17610E-04  1.64764E-04  3.25451E-04  3.25451E-04  3.64743E-04  3.64743E-04  3.64743E-04  1.74513E-03  7.54140E-04  2.23990E-03  9.85961E-04
  -20.9000  1.81684E-04  6.83928E-05  1.07359E-04  1.07359E-04  1.07359E-04  3.22076E-04  1.67131E-04  3.29132E-04  3.29132E-04  3.70149E-04  3.70149E-04  3.70149E-04  1.76871E-03  7.67139E-04  2.27247E-03  1.00266E-03
  -20.8000  1.86482E-04  6.97634E-05  1.08937E-04  1.08937E-04  1.08937E-04  3.26810E-04  1.69533E-04  3.32880E-04  3.32880E-04  3.75732E-04  3.75732E-04  3.75732E-04  1.79296E-03  7.80317E-04  2.30625E-03  1.01961E-03
  -20.7000  1.91578E-04  7.11715E-05  1.10610E-04  1.10610E-04  1.10610E-04  3.31831E-04  1.71972E-04  3.36695E-04  3.36695E-04  3.81503E-04  3.81503E-04  3.81503E-04  1.81790E-03  7.93679E-04  2.34131E-03  1.03682E-03
  -20.6000  1.97000E-04  7.26194E-05  1.12388E-04  1.12388E-04  1.12388E-04  3.37165E-04  1.74450E-04  3.40579E-04  3.40579E-04  3.87474E-04  3.87474E-04  3.87474E-04  1.84358E-03  8.07229E-04  2.37774E-03  1.05430E-03
  -20.5000  2.02777E-04  7.41098E-05  1.14279E-04  1.14279E-04  1.14279E-04  3.42838E-04  1.76970E-04  3.44533E-04  3.44533E-04  3.93657E-04  3.93657E-04  3.93657E-04  1.87004E-03  8.20973E-04  2.41565E-03  1.07205E-03
  -20.4000  2.08945E-04  7.56455E-05  1.16294E-04  1.16294E-04  1.16294E-04  3.48881E-04  1.79534E-04  3.48559E-04  3.48559E-04  4.00069E-04  4.00069E-04  4.00069E-04  1.89733E-03  8.34918E-04  2.45515E-03  1.09010E-03
